CoreID,SoilCoreLength_cm,HoleDepth_cm,BitSize,Team,Aspect,Weather,SoilCondition,Note,CollectionDate,ESRIGNSS_LATITUDE,ESRIGNSS_LONGITUDE,ESRIGNSS_ALTITUDE
5250,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.99333515,-97.92999339,442.7654154
5251,95,100,III,,Flat,Clear,,,9/19/19 15:57,37.9935026,-97.9281654,439.9860501
4518,100,100,III,,Flat,Cloudy,,,9/19/19 15:57,37.967238,-98.0143838,453.573247
5252,93,100,III,,Flat,Clear,,,9/19/19 15:57,37.99431458,-97.92872085,441.0864804
4519,50,50,II,,Flat,Cloudy,,,9/19/19 15:57,37.96748671,-98.01506976,453.2343318
5253,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.99557757,-97.92847599,440.9733933
4520,50,50,II,,Flat,Cloudy,,,9/19/19 15:57,37.96768135,-98.01490748,452.9157557
4521,50,50,II,,Flat,Cloudy,,,9/19/19 15:57,37.96802578,-98.01459734,452.8732262
5254,100,100,III,,Flat,Clear,,,9/19/19 15:57,37.99619741,-97.92755474,438.9321252
4522,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.96802683,-98.0151593,452.7007113
5255,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.99666186,-97.92947479,438.924318
4523,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.96938099,-98.01458984,452.0604219
5256,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.99738938,-97.92958151,439.9174498
4524,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.96946912,-98.01527187,451.6197978
5257,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.99819507,-97.92923228,439.7646333
4525,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.96903675,-98.01594834,451.8284527
5258,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.99819083,-97.92866079,440.1512592
4526,100,100,III,,Flat,Overcast,,,9/19/19 15:57,37.96886183,-98.01685867,452.7661302
4527,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.96886624,-98.01744197,452.6269707
5259,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.99845927,-97.92842806,439.1623415
5260,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.9987037,-97.92671786,437.89792
4528,100,100,I,,Flat,Overcast,,,9/19/19 15:57,37.96937755,-98.01853888,451.2033447
5261,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.99826011,-97.92649904,437.7300477
5262,100,100,III,,Flat,Overcast,,,9/19/19 15:57,37.9978933,-97.92571731,437.553354
5263,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.99707321,-97.92492643,437.2655233
5264,100,100,III,,Flat,Overcast,,,9/19/19 15:57,37.99661998,-97.92435336,436.6177488
5265,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.99617172,-97.92413292,437.0167374
5266,98,100,III,,Flat,Overcast,,,9/19/19 15:57,37.99670151,-97.92344975,436.0902005
5267,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.99841295,-97.92341954,434.9673211
5268,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.99797292,-97.92456588,437.2844247
4529,100,100,I,,Flat,Overcast,,,9/19/19 15:57,38.00144733,-97.92097672,438.8463635
4530,100,100,I,,Flat,Overcast,,,9/19/19 15:57,38.00091686,-97.92109989,439.358501
4531,50,50,I,,Flat,Overcast,,,9/19/19 15:57,37.99983559,-97.92100435,439.4105854
4532,50,50,I,,Flat,Overcast,,,9/19/19 15:57,38.00089621,-97.92020454,439.0103356
4533,50,50,I,,Flat,Overcast,,,9/19/19 15:57,38.00054842,-97.91962986,438.3895
4534,50,50,I,,Flat,Overcast,,,9/19/19 15:57,38.00054627,-97.91905553,438.0332164
4535,100,100,III,,Flat,Overcast,,,9/19/19 15:57,38.00053369,-97.91873193,438.6637036
4536,50,50,I,,Flat,Overcast,,,9/19/19 15:57,38.00171137,-97.91835056,438.4718959
4537,50,50,I,,Flat,Overcast,,,9/19/19 15:57,38.00179724,-97.91893745,439.6750066
4538,100,100,I,,Flat,Overcast,,,9/19/19 15:57,38.00144144,-97.9189313,439.1420548
4539,50,50,I,,Flat,Overcast,,,9/19/19 15:57,38.00161917,-97.91915226,440.0682524
4540,50,50,I,,Flat,Overcast,,,9/19/19 15:57,38.00161377,-97.92008551,440.1992538
4541,100,100,I,,Flat,Clear,,,9/19/19 15:57,38.00242935,-97.91904351,435.1907555
4542,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00286942,-97.91789105,436.4283597
4543,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00296534,-97.91891525,436.0793605
4544,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.0028028,-97.91994154,436.1849189
4545,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00342188,-97.91914958,435.5509204
5269,50,50,II,,West,Clear,,,9/19/19 15:57,37.79642047,-97.99246179,450.0023271
5270,50,50,II,,West,Clear,,,9/19/19 15:57,37.79606123,-97.99292262,449.6080257
4546,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00414857,-97.9192307,436.4873079
5271,100,100,III,,North,Clear,,,9/19/19 15:57,37.79608313,-97.99507591,450.1699821
4547,100,100,I,,Flat,Clear,,,9/19/19 15:57,38.00494686,-97.91865756,435.6147153
5272,50,50,II,,West,Clear,,,9/19/19 15:57,37.79653477,-97.9954122,449.3308239
5273,100,100,III,,North,Clear,,,9/19/19 15:57,37.79662234,-97.99530192,449.365275
5274,50,50,II,,West,Clear,,,9/19/19 15:57,37.79635889,-97.99643697,447.733533
4548,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00575426,-97.91897947,434.7621942
5275,50,50,II,,West,Clear,,,9/19/19 15:57,37.79619184,-97.99723248,449.4413741
4549,100,100,III,,Flat,Clear,,,9/19/19 15:57,38.00523875,-97.92023246,437.8651682
5276,50,50,II,,North,Clear,,,9/19/19 15:57,37.79682459,-97.99768008,449.0505808
4550,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00415334,-97.92024247,440.5452747
5277,50,50,II,,North,Clear,,,9/19/19 15:57,37.7970128,-97.99869804,448.4120302
4551,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00389507,-97.92085241,433.8479267
5278,50,50,II,,South,Clear,,,9/19/19 15:57,37.79665245,-97.99881851,448.7369301
4552,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00352126,-97.9205087,434.9699836
5279,50,50,II,,North,Clear,,,9/19/19 15:57,37.79701758,-97.99926809,448.6363328
4553,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00352638,-97.92015678,439.0490444
5280,50,50,II,,West,Clear,,,9/19/19 15:57,37.79684452,-98.00006489,448.2384173
4554,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00325298,-97.92118198,437.524656
4555,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00254098,-97.92120029,436.0038395
5281,50,50,II,,North,Sunny,,,9/19/19 15:57,37.79756332,-97.99994089,448.9220746
5282,50,50,II,,North,Clear,,,9/19/19 15:57,37.79901337,-98.00038165,447.7094344
4556,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00582387,-97.91623308,434.2975692
5283,50,50,II,,South,Clear,,,9/19/19 15:57,37.79863667,-97.99890906,447.4520182
4557,100,100,I,,Flat,Clear,,,9/19/19 15:57,38.00537319,-97.91590633,434.5012082
5284,50,50,II,,East,Clear,,,9/19/19 15:57,37.79861756,-97.99697799,448.374895
4558,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00484355,-97.91636628,435.2178889
4559,100,100,I,,Flat,Clear,,,9/19/19 15:57,38.0047387,-97.91593033,434.7674672
4560,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00447359,-97.91558377,434.9428758
4561,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00427994,-97.91433187,435.802446
4562,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00399604,-97.91411268,436.6627514
5285,100,100,III,,East,Clear,,,9/19/19 15:57,37.79852743,-97.99686517,448.8547741
4563,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00364808,-97.91377453,435.4922617
5286,50,50,II,,South,Clear,,,9/19/19 15:57,37.79808371,-97.9969824,447.930934
5287,50,50,II,,South,Clear,,,9/19/19 15:57,37.79734952,-97.9959687,448.7327726
4564,100,100,I,,Flat,Clear,,,9/19/19 15:57,38.00345641,-97.9134434,435.3942028
4565,50,50,I,,Flat,Clear,,,,,,
4566,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00130079,-97.91324333,435.3210198
5288,94,94,III,,North,Clear,,,9/19/19 15:57,37.79825194,-97.99562114,447.7636876
4567,100,100,I,,Flat,Clear,,,9/19/19 15:57,38.00058543,-97.91416314,434.4745176
4568,100,100,III,,Flat,Clear,,,9/19/19 15:57,37.99985787,-97.91486156,435.1156138
4569,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.99970305,-97.91656361,435.6028699
4570,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00106073,-97.91655573,435.374529
4571,50,50,II,,Flat,Clear,,,9/19/19 15:57,38.00105536,-97.91619843,437.5061276
4572,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00077234,-97.91508022,437.2660038
5289,76,76,III,,East,Clear,,,9/19/19 15:57,,,
4573,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00140189,-97.9148442,436.3281394
5290,100,100,III,,East,Overcast,,,9/19/19 15:57,37.79860164,-97.99504575,446.9424457
4574,50,50,II,,Flat,Clear,,,9/19/19 15:57,38.00185441,-97.91505321,436.6162125
4575,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00176164,-97.91563118,437.2644256
4576,100,100,I,,Flat,Clear,,,9/19/19 15:57,38.00160049,-97.91597904,437.5120107
5291,95,95,III,,East,Overcast,,,9/19/19 15:57,37.7983331,-97.99470554,448.4540954
4577,100,100,I,,Flat,Clear,,,9/19/19 15:57,38.00141075,-97.91574799,437.456062
5292,50,50,II,,North,Overcast,,,9/19/19 15:57,37.79896103,-97.99482227,448.3180523
5293,50,50,II,,East,Overcast,,,9/19/19 15:57,37.79904374,-97.99333987,448.2356169
4578,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00265155,-97.91458905,437.4320731
5294,50,50,II,,West,Overcast,,,9/19/19 15:57,37.79760518,-97.99414559,448.3239838
4579,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00302166,-97.91435849,435.9313492
5295,50,50,II,,East,Overcast,,,9/19/19 15:57,37.79714317,-97.99302329,449.4996681
4580,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00320534,-97.91515975,436.4380072
4581,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00402499,-97.91673566,436.5981368
4582,50,50,I,,Flat,Clear,,,9/19/19 15:57,38.00375317,-97.91674567,436.7080626
5296,100,100,III,,South,Overcast,,,9/19/19 15:57,37.79497577,-97.99292366,450.2003419
5297,50,50,II,,W,Overcast/ windy,,,9/19/19 15:57,37.79489413,-97.99327941,451.1740931
5298,50,50,II,,South,Overcast,,,9/19/19 15:57,37.79445587,-97.99488467,450.0474317
5299,94,95,III,,South,Overcast,,Two attempts,9/19/19 15:57,37.79373322,-97.99452846,450.5905371
5300,50,50,II,,NW,Overcast,,,9/19/19 15:57,37.79374593,-97.99510911,450.8992073
5301,100,100,III,,East,Overcast,,,9/19/19 15:57,37.79402065,-97.99521924,450.4410745
4583,100,100,I,,Flat,Clear,,,9/19/19 15:57,37.76314791,-98.02173485,450.8689022
4584,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.76339848,-98.02152786,448.9332245
5302,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.76913361,-98.02677978,452.2720496
5303,50,50,II,,Flat,Raining,,,9/19/19 15:57,37.76940151,-98.02642617,450.0505239
4585,100,100,I,,Flat,Clear,,,9/19/19 15:57,37.76332012,-98.02083732,449.1621291
5304,50,50,II,,East,Raining,,,9/19/19 15:57,37.76947479,-98.02575409,450.0534266
4586,100,100,I,,Flat,Clear,,,9/19/19 15:57,37.76349175,-98.02039625,447.1359744
4587,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.76374732,-98.01980523,446.4711649
5305,50,50,II,,Flat,Raining,,,9/19/19 15:57,37.76929644,-98.02541892,448.7929355
4588,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.76385191,-98.02048761,447.0516441
5306,50,50,II,,Flat,Overcast,,,9/19/19 15:57,37.76920342,-98.02496589,448.9897047
4589,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.76457374,-98.01968171,445.1295961
4590,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.76466361,-98.02104381,447.2262418
4591,100,100,I,,Flat,Clear,,,9/19/19 15:57,37.76466884,-98.02136469,447.2189814
4592,100,100,III,,Flat,Partly cloudy,Rain last night,,9/19/19 15:57,37.9859647,-97.78376785,423.0856894
4593,50,50,I,,Flat,Partly cloudy,,,,,,
5307,50,50,II,,West,Overcast,,,9/19/19 15:57,37.79407942,-97.99238007,450.2889776
4594,50,50,I,,Flat,Partly cloudy,,,9/19/19 15:57,37.98605528,-97.78411321,422.6582834
5308,50,50,II,,South,Clear,,,9/19/19 15:57,37.79371344,-97.9924994,450.0383982
4595,50,50,I,,Flat,Partly cloudy,,,9/19/19 15:57,37.98648888,-97.78192378,422.6774606
5309,50,50,II,,West,Clear,,,9/19/19 15:57,37.79309555,-97.99364006,449.7809912
4596,100,100,I,,Flat,Partly cloudy,,,9/19/19 15:57,37.98703126,-97.78237437,423.3831747
4597,50,50,I,,Flat,Partly cloudy,,,9/19/19 15:57,37.98731652,-97.78316981,423.5804154
4598,50,50,I,,Flat,Partly cloudy,,,9/19/19 15:57,37.98830102,-97.78394307,424.028292
4599,50,50,I,,Flat,Partly cloudy,,,9/19/19 15:57,37.98821531,-97.78305154,424.8354171
5310,100,100,III,,SW,Clear,,,9/19/19 15:57,37.79255638,-97.99376118,450.9768413
4600,50,50,I,,Flat,Partly cloudy,,,9/19/19 15:57,37.98819786,-97.78189491,423.0662464
5311,50,50,II,,West,Clear,,,9/19/19 15:57,37.79255889,-97.99478812,450.9886428
4601,100,100,I,,Flat,Partly cloudy,,,9/19/19 15:57,37.98755623,-97.78146833,423.2963446
5312,50,50,II,,NW,Clear,,,9/19/19 15:57,37.79283487,-97.99523835,451.1118225
4602,50,50,I,,Flat,Partly cloudy,,,9/19/19 15:57,37.98846108,-97.78122324,423.359737
4603,50,50,I,,Flat,Partly cloudy,,,9/19/19 15:57,37.98846346,-97.78101354,422.3710259
5313,50,50,II,,West,Clear,,,9/19/19 15:57,37.79266902,-97.99626022,450.3678934
4604,50,50,I,,Flat,Partly cloudy,,,9/19/19 15:57,37.9883598,-97.77973648,422.0695285
5314,50,50,II,,NW,Clear,,,9/19/19 15:57,37.79347443,-97.99613631,450.2198371
5315,50,50,II,,NW,Clear,,,9/19/19 15:57,37.79384074,-97.99658845,449.8519505
5316,50,50,II,,North,Clear,,,9/19/19 15:57,37.79438252,-97.99680564,449.3280182
4605,93,100,III,,Flat,Partly cloudy,Saturated at depth,,9/19/19 15:57,37.98772176,-97.77918958,421.3797255
5317,100,100,III,,North,Sunny,,,9/19/19 15:57,37.79447143,-97.9966877,449.2204229
5318,50,50,II,,West,Sunny,,,9/19/19 15:57,37.7951098,-97.99747637,449.6381602
4606,100,100,III,,Flat,Clear,,,9/19/19 15:57,37.98842848,-97.77816021,422.7397959
4607,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.98849863,-97.77619241,422.5626411
4608,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.98786968,-97.77736985,422.2617578
4609,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.98752017,-97.77771935,422.9619492
4610,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.98761344,-97.77805595,422.4962702
5319,71,75,III,,West,Sunny,,"Three attempts, 71cm was the longest. Soil very compacted",9/19/19 15:57,37.79530801,-97.99917732,449.8597818
4611,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.98726865,-97.77828022,424.046363
5320,100,100,III,,West,Sunny,,,9/19/19 15:57,37.79540053,-98.00020247,451.0136014
5321,50,50,II,,SE,Sunny,,,9/19/19 15:57,37.79468084,-97.99998205,450.8565209
5322,50,50,II,,SW,Sunny,,,9/19/19 15:57,37.7938685,-97.99999062,450.5535879
4612,100,100,III,,Flat,Clear,,,9/19/19 15:57,37.98672639,-97.77808208,424.0932264
4613,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.986714,-97.77783061,423.2550052
5323,50,50,II,,South,Sunny,,,9/19/19 15:57,37.7933295,-97.99999647,450.2585094
4614,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.98670111,-97.77610325,423.8190579
5324,50,50,II,,SW,Sunny,,,9/19/19 15:57,37.79251088,-97.99898992,451.3275799
4615,50,50,I,,Flat,Clear,,Saturated soils ,9/19/19 15:57,37.98695843,-97.77658926,423.3745011
5325,50,50,II,,North,Sunny,,,9/19/19 15:57,37.79287022,-97.99886853,451.0813497
4616,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.9866391,-97.77852277,424.8877398
5326,50,50,II,,East,Sunny,,,9/19/19 15:57,37.79349245,-97.99795561,451.1386508
4617,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.98665656,-97.779994,425.0067078
5327,50,50,II,,NE,Sunny,,,9/19/19 15:57,37.7937587,-97.99749582,451.1739205
4618,100,100,III,,Flat,Clear,,,9/19/19 15:57,37.98572751,-97.77945759,425.6388473
5328,50,50,II,,Flat,Clear,,,9/19/19 15:57,,,
5329,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.76413729,-98.02275792,446.941908
5330,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.76432636,-98.02343508,447.2985913
4619,100,100,I,,Flat,Clear,,,9/19/19 15:57,37.96633928,-97.77669381,422.8429942
4620,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.96661139,-97.77783181,423.4246959
5331,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.76450606,-98.02355027,447.0021328
4621,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.96670232,-97.77781372,423.8761486
5332,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.76503802,-98.0232009,446.4814899
4622,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.96615642,-97.77795406,424.338798
4623,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.96598203,-97.77817831,424.4824898
5333,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.76576194,-98.02330649,447.6283728
4624,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.96589642,-97.77852859,425.3761239
5334,50,50,II,,Flat ,Clear ,,,9/19/19 15:57,37.76612039,-98.02307217,447.2079658
4625,100,100,I,,Flat,Clear,,,9/19/19 15:57,37.96572555,-97.7789886,424.6950529
5335,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.766128,-98.02398282,448.2584344
4626,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.96619501,-97.77942486,426.0468109
5336,50,50,II,,Flat,Clear ,,,9/19/19 15:57,37.76613577,-98.02455128,448.8240353
4627,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.96555698,-97.77965313,425.8261347
4628,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.9641861,-97.77957004,425.7510078
5337,100,100,III,,Flat,Clear,,,9/19/19 15:57,37.76578381,-98.02568565,450.1836984
5338,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.76596589,-98.02591167,450.8739083
4629,100,100,I,,Flat,Clear,,,9/19/19 15:57,37.9637567,-97.77936386,425.277969
4630,50,50,I,,Flat,Clear,,,9/19/19 15:57,37.96446164,-97.77808824,423.8210836
5339,100,100,III,,Flat,Clear,,,9/19/19 15:57,37.76641753,-98.02590508,450.8550046
4631,100,100,I,,Flat,Mostly sunny,,,9/19/19 15:57,37.96536645,-97.77874412,424.4420251
4632,50,50,I,,Flat,Mostly sunny,,,9/19/19 15:57,37.96527261,-97.77761697,424.0687436
5340,50,50,II,,Flat,Clear ,,,9/19/19 15:57,37.76561406,-98.02683202,453.7302222
4633,50,50,I,,Flat,Mostly sunny,,,9/19/19 15:57,37.96590361,-97.77738145,422.343937
5341,100,100,III,,Flat,Clear,,,9/19/19 15:57,37.76507043,-98.02638071,453.5774921
4634,50,50,I,,Flat,Mostly sunny,,,,,,
5342,50,50,II,,Flat,Clear,,,9/19/19 15:57,37.76480167,-98.02649743,452.7955033
4635,50,50,I,,Flat,Mostly sunny,,,9/19/19 15:57,37.96596558,-97.77636054,421.443007
